timestamp,speed,vehicle_count,distance,traffic_density
2024-11-02 00:03:05,5.0,15,83,0.88
2024-11-02 00:03:06,5.0,23,103,0.81
2024-11-02 00:03:07,0.0,13,49,0.84
2024-11-02 00:03:08,-5.0,5,91,0.46
2024-11-02 00:03:09,4.0,24,108,0.45
2024-11-02 00:03:10,-5.0,9,106,0.31
2024-11-02 00:03:11,-2.0,24,116,0.67
2024-11-02 00:03:12,-1.0,22,128,0.79
2024-11-02 00:03:13,4.0,11,121,0.88
2024-11-02 00:03:14,-5.0,9,42,0.38
2024-11-02 00:03:15,5.0,21,83,0.27
2024-11-02 00:03:16,-4.0,6,104,0.71
2024-11-02 00:03:17,-5.0,8,102,0.39
2024-11-02 00:03:18,2.0,7,103,0.59
2024-11-02 00:03:19,-1.0,18,108,0.24
2024-11-02 00:03:20,-1.0,21,53,0.68
2024-11-02 00:03:21,-2.0,23,114,0.6
2024-11-02 00:03:22,-5.0,23,97,0.28
2024-11-02 00:03:23,0.0,15,113,0.78
2024-11-02 00:03:24,-1.0,10,123,0.27
2024-11-02 00:03:25,-2.0,9,84,0.64
2024-11-02 00:03:26,-5.0,11,56,0.48
2024-11-02 00:03:27,1.0,15,121,0.97
2024-11-02 00:03:28,-5.0,5,41,0.22
2024-11-02 00:03:29,5.0,14,115,0.52
2024-11-02 00:03:30,-4.0,10,40,1.0
2024-11-02 00:03:31,2.0,22,69,0.6
2024-11-02 00:03:32,-3.0,13,65,0.89
2024-11-02 00:03:33,-1.0,22,109,0.2
2024-11-02 00:03:34,0.0,25,67,0.74
2024-11-02 00:03:35,1.0,25,79,1.0
2024-11-02 00:03:36,3.0,5,45,0.99
2024-11-02 00:03:37,2.0,19,107,0.79
2024-11-02 00:03:38,4.0,23,51,0.75
2024-11-02 00:03:39,5.0,17,128,0.82
2024-11-02 00:03:40,-2.0,17,81,0.6
2024-11-02 00:03:41,5.0,14,95,0.48
2024-11-02 00:03:42,4.0,9,46,0.9
2024-11-02 00:03:43,-3.0,22,43,0.3
2024-11-02 00:03:44,-4.0,15,109,0.27
2024-11-02 00:03:45,0.0,22,95,0.51
2024-11-02 00:03:46,-3.0,17,102,0.73
2024-11-02 00:03:47,5.0,12,102,0.95
2024-11-02 00:03:48,-2.0,24,88,0.95
2024-11-02 00:03:49,-1.0,20,110,0.2
2024-11-02 00:03:50,-2.0,18,96,0.97
2024-11-02 00:03:51,5.0,9,112,0.96
2024-11-02 00:03:52,-4.0,13,91,0.88
2024-11-02 00:03:53,0.0,7,102,0.3
2024-11-02 00:03:54,1.0,12,120,0.7
2024-11-02 00:03:55,3.0,12,108,0.49
2024-11-02 00:03:56,-3.0,22,41,0.55
2024-11-02 00:03:57,-2.0,17,97,0.81
2024-11-02 00:03:58,2.0,25,105,0.92
2024-11-02 00:03:59,1.0,17,102,0.42
2024-11-02 00:04:00,4.0,21,40,0.86
2024-11-02 00:04:01,4.0,14,58,0.38
2024-11-02 00:04:02,-2.0,9,116,0.36
2024-11-02 00:04:03,-4.0,12,110,0.75
2024-11-02 00:04:04,-2.0,15,73,0.72
2024-11-02 00:04:05,-3.0,11,93,0.47
2024-11-02 00:04:06,-5.0,24,84,0.79
2024-11-02 00:04:07,1.0,10,122,0.72
2024-11-02 00:04:08,3.0,15,54,0.35
2024-11-02 00:04:09,-4.0,23,81,0.79
2024-11-02 00:04:10,0.0,22,68,0.28
2024-11-02 00:04:11,1.0,9,55,0.42
2024-11-02 00:04:12,-3.0,6,84,0.37
2024-11-02 00:04:13,2.0,25,60,0.27
2024-11-02 00:04:14,-3.0,23,126,0.64
2024-11-02 00:04:15,-3.0,13,59,0.41
2024-11-02 00:04:16,-5.0,23,96,0.47
2024-11-02 00:04:17,0.0,8,107,0.37
2024-11-02 00:04:18,-2.0,5,78,1.0
2024-11-02 00:04:19,0.0,18,67,0.96
2024-11-02 00:04:20,-3.0,17,106,0.24
2024-11-02 00:04:21,0.0,11,87,0.82
2024-11-02 00:04:22,-1.0,8,103,0.35
2024-11-02 00:04:23,3.0,16,95,0.77
2024-11-02 00:04:24,-1.0,21,106,0.87
2024-11-02 00:04:25,2.0,8,94,0.29
2024-11-02 00:04:26,3.0,16,100,0.88
2024-11-02 00:04:27,3.0,25,110,0.43
2024-11-02 00:04:28,-5.0,18,130,0.5
2024-11-02 00:04:29,-5.0,23,101,0.94
2024-11-02 00:04:30,2.0,14,77,0.78
2024-11-02 00:04:31,-1.0,17,62,0.84
2024-11-02 00:04:32,1.0,5,44,0.36
2024-11-02 00:04:33,2.0,19,55,0.36
2024-11-02 00:04:34,-3.0,16,65,0.43
2024-11-02 00:04:35,-4.0,6,79,0.82
2024-11-02 00:04:36,2.0,17,115,0.41
2024-11-02 00:04:37,-4.0,18,130,0.35
2024-11-02 00:04:38,-5.0,15,90,0.5
2024-11-02 00:04:39,-5.0,25,105,0.45
2024-11-02 00:04:40,0.0,11,101,0.54
2024-11-02 00:04:41,0.0,24,125,0.69
2024-11-02 00:04:42,5.0,11,70,0.51
2024-11-02 00:04:43,2.0,14,66,0.73
2024-11-02 00:04:44,3.0,10,80,0.35
2024-11-02 00:04:45,-2.0,11,97,0.93
2024-11-02 00:04:46,3.0,25,115,0.43
2024-11-02 00:04:47,-5.0,9,92,0.74
2024-11-02 00:04:48,2.0,23,105,0.64
2024-11-02 00:04:49,2.0,20,92,0.48
2024-11-02 00:04:50,0.0,16,130,0.4
2024-11-02 00:04:51,-1.0,18,113,0.54
2024-11-02 00:04:52,-5.0,15,106,0.38
2024-11-02 00:04:53,5.0,6,48,0.76
2024-11-02 00:04:54,3.0,14,40,0.76
2024-11-02 00:04:55,-5.0,25,113,0.61
2024-11-02 00:04:56,5.0,15,102,0.43
2024-11-02 00:04:57,-5.0,21,110,0.84
2024-11-02 00:04:58,3.0,17,62,0.29
2024-11-02 00:04:59,3.0,10,100,0.31
2024-11-02 00:05:00,-4.0,8,76,0.62
2024-11-02 00:05:01,4.0,15,101,0.57
2024-11-02 00:05:02,2.0,13,58,0.96
2024-11-02 00:05:03,0.0,18,44,0.48
2024-11-02 00:05:04,-4.0,25,116,0.87
2024-11-02 00:05:05,5.0,9,73,0.24
2024-11-02 00:05:06,-5.0,20,41,0.36
2024-11-02 00:05:07,4.0,20,55,0.83
2024-11-02 00:05:08,-3.0,12,79,0.31
2024-11-02 00:05:09,-5.0,5,54,0.39
2024-11-02 00:05:10,-4.0,23,92,0.43
2024-11-02 00:05:11,-4.0,11,87,0.91
2024-11-02 00:05:12,4.0,12,105,0.43
2024-11-02 00:05:13,4.0,5,102,0.23
2024-11-02 00:05:14,-1.0,8,74,0.64
2024-11-02 00:05:15,1.0,23,50,0.74
2024-11-02 00:05:16,5.0,21,71,0.97
2024-11-02 00:05:17,5.0,12,47,0.37
2024-11-02 00:05:18,2.0,20,81,0.27
2024-11-02 00:05:19,0.0,12,122,0.49
2024-11-02 00:05:20,-3.0,5,61,0.46
2024-11-02 00:05:21,-4.0,8,59,0.35
2024-11-02 00:05:22,5.0,14,74,0.5
2024-11-02 00:05:23,4.0,10,98,0.51
2024-11-02 00:05:24,-5.0,10,40,0.94
2024-11-02 00:05:25,3.0,23,64,0.3
2024-11-02 00:05:26,-2.0,15,91,0.47
2024-11-02 00:05:27,5.0,18,80,0.96
2024-11-02 00:05:28,-2.0,25,116,0.46
2024-11-02 00:05:29,-4.0,12,114,0.92
2024-11-02 00:05:30,2.0,24,108,0.6
2024-11-02 00:05:31,-5.0,5,108,0.98
2024-11-02 00:05:32,-1.0,21,128,0.22
2024-11-02 00:05:33,-1.0,22,111,0.28
2024-11-02 00:05:34,-3.0,16,90,0.71
2024-11-02 00:05:35,0.0,5,111,0.65
2024-11-02 00:05:36,-3.0,11,125,0.28
2024-11-02 00:05:37,2.0,5,44,0.68
2024-11-02 00:05:38,-4.0,7,90,0.72
2024-11-02 00:05:39,-5.0,21,110,0.25
2024-11-02 00:05:40,4.0,13,103,0.86
2024-11-02 00:05:41,-5.0,9,80,0.65
2024-11-02 00:05:42,-4.0,21,100,0.41
2024-11-02 00:05:43,2.0,14,58,0.81
2024-11-02 00:05:44,5.0,18,45,0.54
2024-11-02 00:05:45,5.0,19,68,0.58
2024-11-02 00:05:46,-3.0,19,122,0.7
2024-11-02 00:05:47,3.0,12,59,0.53
2024-11-02 00:05:48,-5.0,21,56,0.73
2024-11-02 00:05:49,-1.0,25,40,0.32
2024-11-02 00:05:50,5.0,18,124,0.25
2024-11-02 00:05:51,1.0,13,119,0.58
2024-11-02 00:05:52,-3.0,12,70,0.78
2024-11-02 00:05:53,-3.0,8,62,0.36
2024-11-02 00:05:54,4.0,5,98,0.62
2024-11-02 00:05:55,3.0,20,46,0.83
2024-11-02 00:05:56,-4.0,21,78,0.89
2024-11-02 00:05:57,2.0,11,43,0.59
2024-11-02 00:05:58,4.0,13,44,0.83
2024-11-02 00:05:59,0.0,12,65,0.54
2024-11-02 00:06:00,0.0,14,70,0.64
2024-11-02 00:06:01,0.0,25,40,0.6
2024-11-02 00:06:02,2.0,17,84,0.91
2024-11-02 00:06:03,2.0,9,79,0.22
2024-11-02 00:06:04,4.0,16,102,0.45
2024-11-02 00:06:05,0.0,15,71,0.93
2024-11-02 00:06:06,3.0,10,61,0.86
2024-11-02 00:06:07,5.0,13,66,0.52
2024-11-02 00:06:08,5.0,6,121,0.77
2024-11-02 00:06:09,-2.0,18,50,0.25
2024-11-02 00:06:10,-2.0,15,110,0.43
2024-11-02 00:06:11,3.0,22,91,0.74
2024-11-02 00:06:12,-3.0,10,64,0.56
2024-11-02 00:06:13,-1.0,18,111,0.31
2024-11-02 00:06:14,1.0,6,108,0.74
2024-11-02 00:06:15,1.0,19,67,0.43
2024-11-02 00:06:16,-1.0,12,46,0.67
2024-11-02 00:06:17,3.0,10,105,0.73
2024-11-02 00:06:18,5.0,15,65,0.97
2024-11-02 00:06:19,-5.0,15,58,0.58
2024-11-02 00:06:20,3.0,17,64,0.69
2024-11-02 00:06:21,3.0,19,69,0.51
2024-11-02 00:06:22,-4.0,12,71,0.63
2024-11-02 00:06:23,0.0,8,106,0.58
2024-11-02 00:06:24,0.0,16,73,0.27
2024-11-02 00:06:25,-2.0,12,98,0.28
2024-11-02 00:06:26,2.0,14,93,0.45
2024-11-02 00:06:27,3.0,11,41,0.44
2024-11-02 00:06:28,-4.0,9,122,0.55
2024-11-02 00:06:29,4.0,19,75,0.94
2024-11-02 00:06:30,-4.0,15,125,0.66
2024-11-02 00:06:31,2.0,25,108,0.21
2024-11-02 00:06:32,1.0,22,95,0.24
2024-11-02 00:06:33,3.0,10,112,0.77
2024-11-02 00:06:34,1.0,24,70,0.31
2024-11-02 00:06:35,-3.0,9,41,0.48
2024-11-02 00:06:36,2.0,21,55,0.2
2024-11-02 00:06:37,-4.0,20,40,0.66
2024-11-02 00:06:38,0.0,5,89,0.55
2024-11-02 00:06:39,2.0,10,118,0.37
2024-11-02 00:06:40,-5.0,21,113,0.6
2024-11-02 00:06:41,1.0,10,120,0.45
2024-11-02 00:06:42,-3.0,14,111,0.26
2024-11-02 00:06:43,4.0,12,80,0.95
2024-11-02 00:06:44,3.0,16,89,0.51
2024-11-02 00:06:45,1.0,21,59,0.24
2024-11-02 00:06:46,2.0,25,89,0.54
2024-11-02 00:06:47,-3.0,19,82,0.92
2024-11-02 00:06:48,4.0,11,78,0.96
2024-11-02 00:06:49,-4.0,17,118,0.75
2024-11-02 00:06:50,5.0,12,67,0.55
2024-11-02 00:06:51,-3.0,15,102,0.28
2024-11-02 00:06:52,5.0,9,102,0.65
2024-11-02 00:06:53,5.0,12,79,0.65
2024-11-02 00:06:54,0.0,15,76,0.97
2024-11-02 00:06:55,1.0,13,130,0.54
2024-11-02 00:06:56,5.0,15,84,0.77
2024-11-02 00:06:57,4.0,18,111,0.25
2024-11-02 00:06:58,3.0,13,44,0.51
2024-11-02 00:06:59,-1.0,14,104,0.39
2024-11-02 00:07:00,4.0,21,57,0.68
2024-11-02 00:07:01,0.0,20,120,0.47
2024-11-02 00:07:02,-5.0,13,50,0.86
2024-11-02 00:07:03,-3.0,13,75,0.34
2024-11-02 00:07:04,-4.0,19,94,1.0
2024-11-02 00:07:05,-3.0,11,109,0.29
2024-11-02 00:07:06,-5.0,17,111,0.83
2024-11-02 00:07:07,-5.0,7,79,0.74
2024-11-02 00:07:08,2.0,11,94,0.2
2024-11-02 00:07:09,-1.0,16,66,0.77
2024-11-02 00:07:10,2.0,16,96,0.92
2024-11-02 00:07:11,5.0,6,99,0.67
2024-11-02 00:07:12,-2.0,11,61,0.31
2024-11-02 00:07:13,-4.0,5,76,0.39
2024-11-02 00:07:14,-1.0,7,118,0.62
2024-11-02 00:07:15,-5.0,21,77,0.43
2024-11-02 00:07:16,-1.0,12,101,0.93
2024-11-02 00:07:17,5.0,20,127,0.82
2024-11-02 00:07:18,1.0,25,87,0.47
2024-11-02 00:07:19,1.0,14,114,0.98
2024-11-02 00:07:20,-1.0,14,66,0.57
2024-11-02 00:07:21,0.0,11,68,0.85
2024-11-02 00:07:22,-1.0,10,46,0.55
2024-11-02 00:07:23,-1.0,6,110,0.9
2024-11-02 00:07:24,-3.0,8,79,0.92
2024-11-02 00:07:25,-1.0,20,44,0.82
2024-11-02 00:07:26,-3.0,17,88,0.63
2024-11-02 00:07:27,-3.0,16,107,0.53
2024-11-02 00:07:28,-5.0,5,44,0.84
2024-11-02 00:07:29,-2.0,22,83,0.23
2024-11-02 00:07:30,-3.0,23,68,0.91
2024-11-02 00:07:31,-5.0,23,44,0.69
2024-11-02 00:07:32,0.0,18,90,0.84
2024-11-02 00:07:33,3.0,13,128,0.51
2024-11-02 00:07:34,-3.0,21,115,0.92
2024-11-02 00:07:35,-4.0,19,129,0.7
2024-11-02 00:07:36,-2.0,11,113,0.27
2024-11-02 00:07:37,-1.0,13,80,0.37
2024-11-02 00:07:38,4.0,7,47,0.3
2024-11-02 00:07:39,5.0,23,130,0.88
2024-11-02 00:07:40,4.0,7,114,0.22
2024-11-02 00:07:41,2.0,13,92,0.9
2024-11-02 00:07:42,1.0,11,55,0.34
2024-11-02 00:07:43,1.0,14,57,0.74
2024-11-02 00:07:44,-3.0,19,40,0.56
2024-11-02 00:07:45,5.0,6,51,0.9
2024-11-02 00:07:46,5.0,22,59,0.92
2024-11-02 00:07:47,-2.0,18,78,0.66
2024-11-02 00:07:48,3.0,21,69,0.63
2024-11-02 00:07:49,4.0,20,119,0.28
2024-11-02 00:07:50,-5.0,14,86,0.55
2024-11-02 00:07:51,-2.0,16,124,0.82
2024-11-02 00:07:52,5.0,14,41,0.27
2024-11-02 00:07:53,-3.0,11,115,0.23
2024-11-02 00:07:54,1.0,13,95,0.9
2024-11-02 00:07:55,3.0,16,45,0.25
2024-11-02 00:07:56,5.0,7,128,0.26
2024-11-02 00:07:57,-2.0,21,105,0.24
2024-11-02 00:07:58,0.0,22,94,0.23
2024-11-02 00:07:59,1.0,17,73,0.31
2024-11-02 00:08:00,5.0,20,126,0.89
2024-11-02 00:08:01,1.0,7,91,0.87
2024-11-02 00:08:02,-5.0,17,73,0.44
2024-11-02 00:08:03,-5.0,24,80,0.34
2024-11-02 00:08:04,-1.0,13,123,0.98
2024-11-02 00:08:05,-3.0,20,101,0.26
2024-11-02 00:08:06,2.0,24,126,0.21
2024-11-02 00:08:07,-5.0,8,79,0.99
2024-11-02 00:08:08,0.0,7,82,0.81
2024-11-02 00:08:09,5.0,6,123,0.28
2024-11-02 00:08:10,-1.0,15,73,0.87
2024-11-02 00:08:11,-1.0,15,74,0.42
2024-11-02 00:08:12,1.0,13,49,0.46
2024-11-02 00:08:13,2.0,24,78,0.92
2024-11-02 00:08:14,-2.0,5,47,0.59
2024-11-02 00:08:15,-4.0,17,113,0.66
2024-11-02 00:08:16,-3.0,20,95,0.49
2024-11-02 00:08:17,-2.0,16,125,0.3
2024-11-02 00:08:18,2.0,5,95,0.96
2024-11-02 00:08:19,-2.0,7,102,0.96
2024-11-02 00:08:20,-5.0,9,118,0.92
2024-11-02 00:08:21,-4.0,25,53,0.72
2024-11-02 00:08:22,-2.0,12,90,0.26
2024-11-02 00:08:23,-1.0,23,90,0.23
2024-11-02 00:08:24,-2.0,12,42,0.33
2024-11-02 00:08:25,-5.0,22,47,0.52
2024-11-02 00:08:26,2.0,25,77,0.81
2024-11-02 00:08:27,-1.0,15,92,0.44
2024-11-02 00:08:28,-1.0,10,56,0.38
2024-11-02 00:08:29,-5.0,21,66,0.97
2024-11-02 00:08:30,-4.0,6,104,0.32
2024-11-02 00:08:31,-5.0,17,72,0.34
2024-11-02 00:08:32,-5.0,9,56,0.73
2024-11-02 00:08:33,-3.0,25,61,0.24
2024-11-02 00:08:34,0.0,17,117,0.33
2024-11-02 00:08:35,0.0,11,86,0.36
2024-11-02 00:08:36,3.0,18,126,0.62
2024-11-02 00:08:37,5.0,16,95,0.63
2024-11-02 00:08:38,1.0,12,108,0.47
2024-11-02 00:08:39,-5.0,25,55,0.52
2024-11-02 00:08:40,0.0,21,123,0.5
2024-11-02 00:08:41,-2.0,18,83,0.58
2024-11-02 00:08:42,-1.0,16,43,0.44
2024-11-02 00:08:43,-5.0,22,115,0.5
2024-11-02 00:08:44,-1.0,20,117,0.67
2024-11-02 00:08:45,2.0,10,79,0.92
2024-11-02 00:08:46,1.0,19,92,0.55
2024-11-02 00:08:47,0.0,16,40,0.58
2024-11-02 00:08:48,-4.0,11,105,0.83
2024-11-02 00:08:49,-1.0,17,74,0.7
2024-11-02 00:08:50,0.0,10,51,0.96
2024-11-02 00:08:51,1.0,13,102,0.79
2024-11-02 00:08:52,-4.0,11,97,0.42
2024-11-02 00:08:53,3.0,9,91,0.57
2024-11-02 00:08:54,1.0,17,59,0.63
2024-11-02 00:08:55,-2.0,21,78,0.49
2024-11-02 00:08:56,3.0,7,121,0.97
2024-11-02 00:08:57,-5.0,25,89,0.33
2024-11-02 00:08:58,5.0,17,124,0.54
2024-11-02 00:08:59,-5.0,16,50,0.47
2024-11-02 00:09:00,2.0,20,82,0.75
2024-11-02 00:09:01,-3.0,10,55,0.55
2024-11-02 00:09:02,5.0,24,68,0.23
2024-11-02 00:09:03,2.0,15,126,0.23
2024-11-02 00:09:04,3.0,15,46,0.27
2024-11-02 00:09:05,-2.0,18,54,0.89
2024-11-02 00:09:06,-3.0,15,82,0.86
2024-11-02 00:09:07,4.0,15,104,0.51
